state,county,cz,czname,kfr_pooled_pooled_p25,kfr_pooled_pooled_p25_se,jail_pooled_pooled_p25,jail_pooled_pooled_p25_se,pooled_pooled_count,kfr_black_pooled_p25,kfr_black_pooled_p25_se,kfr_hisp_pooled_p25,kfr_hisp_pooled_p25_se,kfr_white_pooled_p25,kfr_white_pooled_p25_se,jail_black_pooled_p25,jail_black_pooled_p25_se,jail_hisp_pooled_p25,jail_hisp_pooled_p25_se,jail_white_pooled_p25,jail_white_pooled_p25_se,white_pooled_count,black_pooled_count,hisp_pooled_count,kfr_pooled_female_p25,kfr_pooled_female_p25_se,kfr_pooled_male_p25,kfr_pooled_male_p25_se,jail_pooled_female_p25,jail_pooled_female_p25_se,jail_pooled_male_p25,jail_pooled_male_p25_se,pooled_male_count,pooled_female_count,kfr_black_female_p25,kfr_black_female_p25_se,kfr_hisp_female_p25,kfr_hisp_female_p25_se,kfr_white_female_p25,kfr_white_female_p25_se,kfr_black_male_p25,kfr_black_male_p25_se,kfr_hisp_male_p25,kfr_hisp_male_p25_se,kfr_white_male_p25,kfr_white_male_p25_se,jail_black_female_p25,jail_black_female_p25_se,jail_hisp_female_p25,jail_hisp_female_p25_se,jail_white_female_p25,jail_white_female_p25_se,jail_black_male_p25,jail_black_male_p25_se,jail_hisp_male_p25,jail_hisp_male_p25_se,jail_white_male_p25,jail_white_male_p25_se,white_male_count,black_male_count,hisp_male_count,white_female_count,black_female_count,hisp_female_count
21,15,12701,Cincinnati,.40715119,.0052956874,.022955799,.0033350689,6605.0454,.3578313,.0250984,.45149216,.032066151,.418484,.0055943741,.069678731,.024365768,.0062748278,.0065508322,.021420531,.0034479471,5897.2573,192.93954,232.59045,.41981789,.0073101921,.39363995,.0076007457,.008914602,.0028352446,.038940538,.0066587506,3288.5149,3312.4751,.3730529,.03162057,.50073773,.039711587,.42879471,.00769033,.33378905,.038290557,.39410955,.047758952,.40739879,.0081536807,.02272108,.025630359,.0056480598,.0066880267,.0089493012,.0030887395,.12029802,.057036337,.010509872,.013380393,.035522912,.00630655,2929.9182,90.051529,116.14306,2961.8994,102.81348,115.58085
21,17,12901,Lexington-Fayette,.36366171,.0081398301,.033170376,.0070733326,2450.5239,.29280698,.018163152,.42047086,.065015212,.38682157,.0095593361,.13018319,.037770905,.014727774,.042766776,.018388029,.0056582913,2021.1343,222.15114,82.376923,.39205807,.01207207,.33883017,.01084808,.0090067135,.0046167444,.057428826,.013827574,1265.0822,1185.2733,.32500333,.024874909,,,.40320525,.013709761,.25727805,.02723961,,,.37095872,.013258501,.044191439,.024900023,,,.0041011483,.003125841,.23564127,.065748677,,,.03452329,.010509456,1035.7151,107.15065,,985.18854,113.39323,
21,19,17100,Huntington,.38034844,.0057660532,.029148454,.0044172886,5172.0996,.29632628,.028075757,.34479716,.046850838,.39275882,.0060621207,.056817956,.037422929,-.028205246,.01725347,.027892886,.0042913072,4800.5337,134.9413,56.696465,.39466926,.0080309901,.36568072,.0081577422,.017038267,.0049700979,.041382443,.0073503787,2641.5933,2529.4668,.3533138,.041636374,.41670385,.077640824,.40670133,.0086614117,.23168814,.042482391,.28476578,.066028915,.37905204,.008438454,.04691134,.039711077,,,.017333768,.0042710737,.11933422,.074305587,.016006889,.043282133,.03890213,.0075009144,2443.7598,69.883324,33.270336,2355.8506,62.525677,23.760359
21,21,12903,Danville,.37083247,.0075546503,.024836926,.0056962483,2828.2695,.3040455,.01813587,.37855724,.064727582,.39387813,.0090114363,.057258606,.023123844,.015537649,.030820815,.017429603,.0050826729,2224.6836,381.97684,57.744919,.38914421,.010964202,.35016662,.011023489,.013710302,.0066707423,.0384617,.01033197,1442.7572,1383.683,.34319279,.02585189,,,.40821952,.012838767,.24683814,.025429765,,,.37856257,.012953777,.038483992,.021541048,,,.0070328303,.003930402,.094271392,.043236777,,,.030420495,.0097867874,1126.7333,206.17178,,1097.269,176.06195,
21,23,12702,Maysville,.37160832,.012695778,.0099782646,.0052191634,1143.4518,,,,,.37929595,.013695813,,,,,.0086306306,.0054458729,1112.5897,,,.37075248,.017569223,.37274808,.018521836,.0071313134,.0061030863,.0090650376,.0039750109,588.33588,555.89642,,,,,.37851021,.019094884,,,,,.38137713,.019257233,,,,,.0085626487,.0075548971,,,,,.0097559178,.0068672635,561.59424,,,550.47131,,
21,25,4501,West Liberty,.36811772,.0096092382,.014304573,.0051936652,2868.636,,,,,.38125554,.010685935,,,,,.01540615,.005385444,2764.6509,,,.39897543,.014532014,.34284464,.012510899,.010701582,.0068388423,.01825724,.0074511375,1439.6808,1435.2485,,,,,.41459203,.015987759,,,,,.35406452,.014765085,,,,,.0094846282,.0055448296,,,,,.018425638,.0077800951,1391.2306,,,1379.7701,,
21,27,13000,Elizabethtown,.44865859,.0089897318,.024880257,.0058365217,2997.845,.31507358,.034338553,,,.46008563,.0093988655,.12571174,.086186767,,,.019279255,.0047826106,2780.6489,132.08189,,.44723928,.012954651,.45071107,.012881652,.0091113755,.0046535935,.038935598,.010216788,1531.9347,1467.5945,.26089418,.03989828,,,.46269587,.013723288,,,,,.45897496,.013567697,,,,,.0039906688,.0023088572,,,,,.035217918,.0092653194,1428.8827,,,1351.4303,75.437721,
21,29,13101,Louisville,.40022212,.0053868126,.020348802,.003491214,6439.7314,.3480092,.046685867,.39278281,.044712149,.41098163,.0056544226,.018550118,.012633637,.026015574,.024632629,.020382578,.0033651115,6127.4229,38.054939,69.120712,.4047685,.0078828465,.39606643,.0074003553,.0043967427,.0021129984,.035785377,.0059626121,3395.0298,3039.7019,.28671306,.048162196,.30136582,.050281078,.41835147,.0083447797,.44791466,.072207421,.47721073,.074314468,.40421215,.0077372268,.032980632,.053106021,-.0067573376,.012796573,.0046463092,.0018926647,.031810973,.032546088,.03309143,.055351175,.035393137,.0061460114,3240.3643,17.074797,33.866306,2881.9646,21.1541,35.026733
21,31,13200,Owensboro,.40762815,.010438752,.0090764472,.0037754981,2158.6267,,,,,.416545,.010396951,,,,,.0084683662,.0026696231,2094.6082,,,.41120505,.014763053,.40394899,.014482336,.0033489342,.0030480332,.01425966,.0063625243,1117.2317,1041.0787,,,,,.42147228,.015005547,,,,,.41361892,.014301195,,,,,.0013773199,.0015154114,,,,,.013881284,.0050586993,1072.1868,,,1023.4942,,
21,33,25200,Henderson,.41072783,.010727038,.016720721,.0055132709,1635.4755,.34558254,.028549748,,,.42893282,.011714538,.040250611,.028978398,,,.012253511,.0051979301,1432.3346,128.3418,,.40861362,.015018547,.41369826,.015287613,.0076092435,.0055724983,.026016789,.0091452627,840.84448,794.40363,.40263218,.04560931,,,.4255673,.016357156,.29936805,.03864323,,,.4322724,.016341841,.000040541338,.0095731299,,,.0093617365,.0061525954,.070041835,.062568732,,,.015102128,.0079624457,734.95959,73.352631,,697.05402,56.056503,
21,35,25402,Murray,.41062984,.0081804469,.018881515,.0049362504,3032.9255,.31641847,.024646727,.36274704,.041891336,.42667505,.0088153258,.032825898,.025100628,.00071436324,.01495952,.017831523,.0046761022,2682.3303,177.7841,95.757286,.42075986,.011337453,.3999536,.011544438,.005167021,.0031760945,.033782125,.0092386985,1480.2942,1556.3549,.27636394,.033315416,.32591507,.055907816,.44100645,.012455348,.33868667,.036595859,.43902215,.061687689,.41102207,.012625773,-.004789908,.013136574,-.0040240115,.025609532,.0053634257,.0030310615,.034256447,.030934572,-.011434915,.03119866,.031090757,.0088560134,1287.3607,94.285767,48.182949,1399.2642,82.813736,47.032013
21,37,12701,Cincinnati,.38839018,.0048135556,.033966515,.0040059858,8257.9424,.31305772,.018291892,.44738784,.037362974,.40153408,.0052229636,.05379907,.023761231,.02740819,.019209882,.031718243,.0046123071,7487.0298,341.3905,126.71778,.4031446,.0069360542,.37513134,.0068220375,.011130028,.0037959239,.058317441,.0077036149,4294.8838,3963.4597,.33647335,.023604749,.48233408,.057142332,.41382188,.0073289829,.29167783,.027433682,.41743439,.051170025,.38955989,.0072005116,.019449105,.01631476,.011120867,.015004571,.010113454,.0029747467,.093423322,.044333756,.063292272,.056656424,.053859923,.0083436705,3907.5522,185.18933,75.369202,3581.7854,156.18469,53.614944
21,39,25401,Paducah,.40061107,.019949064,.011585357,.0099288756,567.28796,,,,,.41076216,.020688685,,,,,.009946215,.0081870668,534.43719,,,.40057224,.026526138,.4072561,.028689612,.0028080209,.0052962303,.020224959,.015620415,269.78152,297.49545,,,,,.4112089,.028564211,,,,,.41750547,.030216772,,,,,.0050694891,.0077463388,,,,,.026292667,.019986352,256.36893,,,277.87274,,
21,41,13102,Madison,.38974559,.012008698,.038021497,.011914264,1344.5415,,,.44589996,.075821333,.40531778,.012934099,,,,,.037087243,.010546409,1196.3521,,62.832775,.4002876,.016944742,.380454,.016734034,.0051183039,.005180872,.079241283,.022704098,710.24194,635.50854,,,,,.41464382,.018582154,,,,,.39787489,.018315803,,,,,.0028055503,.0034357486,,,,,.085493468,.018660402,623.83246,,,573.91992,,
21,43,17100,Huntington,.39988622,.0077601466,.019515786,.0044774874,4374.2598,,,,,.40997162,.007952733,,,,,.019157199,.0044059125,4275.2202,,,.40946782,.010962449,.39004666,.010544674,.011619645,.0047281566,.029342521,.0075676637,2226.6404,2148.6243,,,,,.4183403,.011429799,,,,,.40140179,.011122204,,,,,.0089838486,.0037388657,,,,,.028187018,.0080048423,2167.8489,,,2107.6558,,
21,45,4601,Campbellsville,.40173507,.009736144,.016099963,.0049450197,2859.7537,,,,,.41217482,.0099200755,,,,,.01496008,.0045144516,2757.3584,,,.42191824,.013522061,.38460386,.013476246,.0072561293,.0040983339,.027867943,.0094218832,1441.1493,1419.4473,,,,,.42754567,.014189956,,,,,.39924464,.01418831,,,,,.0080440631,.0045173164,,,,,.021169974,.0082740365,1373.4095,,,1382.9272,,
21,47,5900,Clarksville,.37394321,.0041703656,.025322383,.0030942499,12256.382,.325863,.0056178495,.37717226,.016723653,.42375314,.0067496253,.049406487,.0064049736,.016859831,.008654099,.0084185796,.0018997663,5793.9556,4899.2344,981.22717,.38295534,.0057796477,.36445248,.006015134,.0054669124,.0016858772,.049913134,.0066151111,6199.5972,6053.855,.34207803,.0071206423,.38043314,.022273414,.42374498,.0097095817,.30596229,.0083715711,.37955862,.024882605,.42304656,.0093353586,.0067705545,.0024847186,-.0029517077,.0041330731,.0026477871,.0012686887,.11288254,.014905927,.030061679,.01864242,.013279911,.0035064884,2979.1636,2420.1736,540.63092,2815.3433,2464.4812,439.99307
21,49,12901,Lexington-Fayette,.34720245,.0060494044,.028405448,.0050315326,3960.1907,.30084139,.018040849,.41917965,.053292595,.36389622,.0072153215,.052778166,.021878317,-.011293925,.01821154,.024400411,.0050516808,3425.5156,284.02625,82.490868,.36270511,.0091750985,.33274418,.008397826,.0098409131,.0039882963,.048975263,.0095969699,2087.7097,1874.6764,.29824889,.023248484,,,.37911448,.010257918,.29108191,.027821407,.3990176,.068117574,.34898353,.010091197,.00090543018,.0044133477,,,.011441022,.0050123017,.13651566,.053573538,-.069478586,.029903933,.03874753,.0088659292,1779.0547,149.20245,45.439957,1648.3228,135.12427,
21,51,4401,London,.35891965,.0072913375,.012952575,.0038183366,4542.228,.34415972,.054803722,,,.36849639,.0082008466,,,,,.012375095,.003850891,4322.9673,88.049004,,.38193741,.010248906,.33646217,.0094322432,.0028937422,.0020931633,.022175467,.0079126349,2344.6299,2196.1887,,,,,.39254045,.011540092,,,,,.34520519,.011458697,,,,,.003338394,.0020331079,,,,,.022206418,.0072235903,2222.8723,,,2101.2495,,
21,53,4602,Somerset,.41263554,.011857175,.025260527,.0078707458,1868.1227,,,,,.42264178,.012276826,,,,,.025767736,.0081616994,1843.9641,,,.437163,.016660212,.3823238,.016185613,.011075716,.0070473398,.046874762,.015705401,925.81433,942.51373,,,,,.4470385,.017969592,,,,,.39507362,.017312028,,,,,.0097865723,.0057265568,,,,,.04701779,.016489293,912.95294,,,931.43402,,
21,55,25200,Henderson,.42840609,.013494928,.022813896,.0082331114,1150.5063,,,,,.44283074,.014024153,,,,,.02117797,.0080767777,1108.7904,,,.43823355,.018833319,.41852245,.01942992,.0042928639,.0047480827,.044521697,.017553704,558.58551,590.65784,,,,,.45420617,.01955164,,,,,.43302286,.019936295,,,,,.0022347639,.0024783697,,,,,.037371334,.016017457,534.91705,,,573.35992,,
21,57,5402,Glasgow,.41366643,.014517337,.0051109572,.0022387714,1270.519,,,,,.42100891,.015220325,,,,,.0047920966,.0039883759,1178.2057,,,.43947747,.020310441,.38800657,.020335359,.0035786366,.0043694032,.0037828078,.004731168,647.7464,622.74255,,,,,.45143843,.022573089,,,,,.39165464,.021193704,,,,,.0060233348,.0050694025,,,,,.0020642949,.0036550497,605.38452,,,572.04803,,
21,59,13200,Owensboro,.41262692,.004552878,.024001367,.0030661155,9804.2041,.31412688,.01084648,.35149986,.031338725,.4344098,.0050355168,.064525284,.014862112,.0043608616,.0081413751,.017413372,.0026778332,8263.1875,1032.0403,180.31783,.41531986,.0065726144,.40989074,.0063411049,.0065965122,.0021116014,.042148713,.0057888408,5025.2749,4777.8594,.31470215,.013001171,.39144939,.048348032,.43569455,.0070616533,.31264868,.017691545,.32089749,.042448416,.43302491,.0071105375,.010557032,.0085521666,-.0057301116,.0099975886,.0054660584,.0019083244,.13352636,.02991664,.01781654,.025656179,.030401878,.0050590248,4242.5493,520.70184,99.79586,4020.0862,508.94586,81.279076
21,61,5401,Bowling Green,.40107015,.010479456,.022433184,.0065997695,1807.4888,,,,,.41517916,.010928297,,,,,.022111036,.0065240078,1734.7219,,,.40807503,.0151885,.39465398,.014452524,.003431933,.0031601801,.04027826,.01179877,973.85382,836.14624,,,,,.4213815,.015401449,,,,,.40734622,.015394588,,,,,.0056637158,.0033338957,,,,,.038943332,.012302383,933.67023,,,803.05511,,
21,63,17100,Huntington,.42204928,.014217275,.015734147,.007644291,1268.4755,,,,,.43434513,.0150454,,,,,.012398873,.0066981898,1243.4067,,,.42396769,.020667488,.41959366,.019289646,.0028359573,.0044033304,.028817268,.013669764,637.48151,630.25635,,,,,.44511348,.022389922,,,,,.4253749,.020413211,,,,,-.004473587,.0030811434,,,,,.02546918,.0138775,625.29901,,,619.47955,,
21,65,4402,Richmond,.36585921,.0086666914,.011962315,.0043925042,2500.5823,,,,,.37604374,.0096206805,,,,,.012575055,.0044096448,2425.3206,,,.36969897,.011868584,.36114469,.012801226,.0080808364,.0046587023,.01777707,.006408263,1240.9553,1258.4049,,,,,.3807027,.013268743,,,,,.37041134,.013726575,,,,,.0063027008,.0033854614,,,,,.021310942,.0083603719,1211.1304,,,1213.4211,,
21,67,12901,Lexington-Fayette,.36058044,.0027059622,.029265307,.0021942391,22877.045,.30748138,.0040409192,.40942582,.015233504,.39573619,.0036643934,.047503211,.0048324056,.0079898424,.0034893875,.020357335,.0022818539,12778.054,7518.4175,1257.1902,.37653255,.003812378,.34473181,.0038816296,.0058817202,.0012735624,.055164896,.0042961151,11703.766,11172.345,.3183811,.0051016295,.41596746,.02104092,.41263229,.0053541819,.29585522,.0062274472,.40134221,.021377526,.37996292,.0053419722,.0045857052,.0017185243,.00096589909,.002874434,.0078229094,.0019882559,.10092078,.009998207,.015403271,.0093172789,.033676706,.0043025217,6546.6621,3762.6846,674.13007,6232.1133,3751.7166,579.42334
21,69,12702,Maysville,.39304239,.009571638,.0082723042,.0028375557,2311.6174,.31439221,.056007013,,,.40604663,.0098640909,,,,,.0051812134,.0025129458,2194.114,40.219032,,.4083707,.013581438,.37842995,.013166181,.0014418301,.0016956876,.015789853,.0067558056,1154.4773,1157.8923,,,,,.41622522,.014164317,,,,,.39589632,.01381665,,,,,.00064580364,.0013431377,,,,,.0095733069,.0048735286,1090.6508,,,1102.4336,,
21,71,17000,Pikeville,.38382921,.0078890193,.0064354162,.0012622377,6136.0664,,,,,.3915821,.0081582125,,,,,.0063728723,.002195687,5885.3477,,,.40098667,.010881299,.36467403,.011115035,-.00077471277,.00061104505,.015070735,.0061572618,3025.0925,3105.2351,,,,,.40804404,.011752918,,,,,.37253731,.011718454,,,,,.00030243644,.00079449633,,,,,.014179677,.0043936679,2904.6875,,,2975.7634,,
21,73,12901,Lexington-Fayette,.36392605,.0058907741,.022941159,.004147165,4608.4966,.31342125,.013109685,.3667182,.039548237,.38225031,.0071271365,.045938291,.013372785,.0035472231,.01078527,.018989589,.0042875432,3592.7766,693.66931,98.784592,.37967414,.0083933305,.34939483,.0083592013,.0079607787,.0037402464,.038672693,.0078180339,2426.0806,2183.7488,.3221499,.016037947,.3673192,.049787141,.39546752,.010344538,.30345106,.021507148,.37340161,.064648032,.37010118,.0098965606,.026637118,.0144422,-.0031311349,.014153581,.0053408025,.0029154685,.065707676,.023602463,.032529376,.051197175,.033429656,.0079847379,1889.6066,390.37347,42.49028,1703.5938,304.68686,56.39394
21,75,25300,Union City,.3511501,.010681794,.03194933,.01000129,1188.5624,.26740512,.013978354,,,.41161397,.017187845,.075091794,.023792859,,,.017066369,.009327461,606.46863,552.29663,,.36446604,.014720498,.33768514,.015265072,.0014924038,.0022882756,.073072307,.022012828,617.9068,570.74469,.27106875,.017785236,,,.4259657,.023498522,.26282442,.020018442,,,.40001062,.025141288,.0070965788,.0088692624,,,.0034628985,.0045041223,.18413688,.05104214,,,.042530678,.022583166,308.75873,286.61215,,295.81079,263.90964,
21,77,12701,Cincinnati,.4432072,.014685067,.031435281,.011453381,1355.9214,,,,,.45583406,.01545928,,,,,.033006195,.011443676,1282.0737,,,.46415961,.022659853,.42471325,.019863378,-.00011761246,.0018294193,.054675192,.020032186,689.78113,668.68817,,,,,.49261221,.022871988,,,,,.42590719,.020612447,,,,,-.0012620649,.0023383745,,,,,.061328292,.022690443,649.245,,,635.55029,,
21,79,12903,Danville,.36499894,.0089588622,.017947728,.0057795262,1950.4156,.28800273,.034182332,,,.37622693,.0098925959,.1394318,.083747208,,,.012482524,.0046475548,1786.99,90.393097,,.37030059,.01240622,.35918561,.012851139,.011585974,.0069322302,.02607107,.0089078294,993.45013,955.25012,,,,,.38101757,.013959127,.28970206,.053005498,,,.37043869,.013741198,,,,,.0097653475,.005471603,,,,,.016364818,.0071316157,913.8847,44.037788,,872.33228,,
21,81,12701,Cincinnati,.3839148,.0076125069,.017775554,.0046929326,3296.6982,.3427788,.08230073,.43757981,.064456038,.39182919,.0079337563,,,.0038243004,.023624247,.017092751,.0043786694,3151.8696,5.182683,61.447121,.40148544,.010772759,.36688718,.010582581,.0019151228,.0011271168,.033398572,.0087717352,1658.3973,1638.9966,,,,,.40636227,.011189247,,,,,.37732947,.011018701,,,,,.0028259342,.0019958545,,,,,.032037921,.0089581925,1574.5543,,,1579.5344,,
21,83,25300,Union City,.40634546,.0070250588,.027719252,.0050517758,4612.5166,.30454415,.016573133,.42132211,.030483168,.43149024,.0078956084,.097767845,.028116651,.0078039188,.010691618,.021854939,.0047766613,3783.8618,402.84286,261.4805,.40851727,.0097832335,.40453941,.010099751,.014604419,.0048868447,.041851114,.0086240983,2312.8308,2297.1892,.30054849,.01836849,.44714445,.04329551,.4341754,.011076467,.31042451,.028154226,.39234281,.044850782,.42876914,.011040138,.03307027,.024250822,-.0021353588,.011675506,.012410499,.0051730135,.16105743,.053402122,.0011195973,.024002682,.031506412,.0076746875,1897.6582,208.96262,142.79622,1885.8359,192.89606,119.63463
21,85,13000,Elizabethtown,.40219191,.0073359068,.027309475,.0054268138,3813.1599,,,,,.41071871,.0074946638,,,,,.026251558,.0049155043,3682.5215,,,.41249448,.010703572,.39194763,.010285025,.017416747,.0054402775,.036000457,.0073532467,1968.2106,1845.1814,,,,,.42039096,.010875772,,,,,.40080816,.010381456,,,,,.018217986,.0044425102,,,,,.034932669,.0078176074,1912.0698,,,1771.101,,
21,87,4601,Campbellsville,.42808738,.010580573,.0096359495,.0030365642,1896.387,.33352751,.048475001,,,.4416593,.011659367,,,,,.0098424628,.0039904537,1764.9308,61.182499,,.44102746,.015499296,.41692892,.014993425,.0039430014,.0034112665,.015658148,.0065010465,992.11212,903.09503,,,,,.45852479,.016400848,,,,,.4269926,.016052227,,,,,.0036416382,.0028929345,,,,,.016561115,.0069592227,917.7713,,,845.96979,,
21,89,17100,Huntington,.40246931,.0067457897,.025176883,.0047742343,4167.0439,.38828936,.096309021,.3718811,.049793378,.41048118,.0070781154,,,.072295561,.062662579,.02413317,.0048890491,3975.844,19.588268,55.279079,.41744649,.0094939182,.38798681,.0095426347,.0071003665,.0029587841,.043617938,.0090634441,2042.1194,2129.8545,,,,,.42401251,.0098197889,,,.36420456,.074886218,.39756563,.010184559,,,,,.0068911863,.002784295,,,,,.041739408,.0093519669,1952.1138,,22.370365,2027.4113,,
21,91,13200,Owensboro,.47285417,.016674191,.035029717,.01275169,879.14679,,,,,.47967842,.017260985,,,,,.035395484,.014343044,843.19202,,,.47791237,.023885099,.46857607,.023441179,-.0013681219,.0014655509,.068815567,.026951822,458.0744,418.42593,,,,,.48748377,.024914879,,,,,.47355586,.023651985,,,,,.00029531668,.0016329779,,,,,.067943439,.025315966,440.12387,,,400.7276,,
21,93,13000,Elizabethtown,.40363356,.0035541898,.023528751,.002466511,12889.271,.34130007,.0073168688,.437536,.014835823,.42339775,.004373095,.054902948,.0077164737,.0048271818,.0013912156,.018243669,.0024788396,9051.6152,2355.8538,624.27722,.40731078,.0049782274,.39991075,.0050786296,.0060388404,.0014122672,.042226549,.0047660163,6613.1421,6275.5278,.36288559,.0093832342,.43230581,.020854184,.42193669,.0062456257,.31967285,.010378377,.44241673,.020720243,.42525145,.006090038,.013637565,.0040616971,.00032589911,.0019180785,.0046919566,.0013564096,.11140779,.01691954,.011031001,.005615795,.031650256,.0043448964,4677.5068,1197.4741,315.23993,4374.5415,1153.7004,309.85507
21,95,4502,Hazard,.37986884,.0086038215,.027441997,.0069279815,5304.0732,.33080351,.031935174,,,.39383963,.0091714449,.087829836,.05467603,,,.023140918,.0058963555,4799.8247,220.26416,,.39994326,.01236968,.36216518,.011620825,.0057167634,.0036529703,.048052218,.01216682,2683.1138,2626.3374,.42038015,.053222511,,,.40775317,.013745302,.24358125,.041489013,,,.38222241,.01265517,,,,,.0026299676,.0014290414,.14910865,.092903122,,,.039598547,.010803192,2440.2996,119.23176,,2362.5415,102.83157,
21,97,12901,Lexington-Fayette,.37234646,.0087731062,.014759164,.0048639034,2241.6768,.30312216,.035179947,.27632263,.065005571,.38603887,.0097126421,.017021421,.015721679,,,.015315955,.0049384506,2049.8376,85.693665,38.564762,.38935494,.013094205,.35716075,.012350273,.0081146602,.0049306522,.023191754,.0085826805,1149.6232,1091.4746,,,,,.40585524,.01413286,.29078597,.053426106,,,.36814055,.013284232,,,,,.0080530979,.0051981034,.029017026,.041659687,,,.023898283,.0078556929,1058.2874,37.172146,,992.03827,,
21,99,5402,Glasgow,.40796441,.0081869755,.010572179,.0023979526,3209.2603,.3489179,.029146507,.47554246,.078856051,.42206326,.0087051522,.035697713,.024952466,,,.0097351531,.0032102505,2910.5269,189.80368,37.289093,.4091976,.011244238,.40669307,.011946673,.0013477018,.0013719659,.020859843,.0075848312,1669.1637,1540.0245,.38776425,.040779244,,,.4250344,.012384688,.29452482,.037931614,,,.41871572,.012747624,.0030562552,.0091768606,,,.0014501596,.001091306,.098544493,.061345756,,,.0168318,.0057104984,1495.2861,111.80237,,1413.7917,80.853317,
21,101,25200,Henderson,.3813507,.0061760577,.036612626,.0059414716,4675.8813,.31769475,.013661823,.30241665,.03714671,.39887139,.0068548699,.052478194,.015806859,.060643461,.045752782,.033492584,.0061749257,3824.3386,642.12292,81.675125,.37838617,.0080954144,.38477191,.0089230491,.010364699,.0050976025,.065599173,.010000137,2351.9812,2323.5608,.3015168,.01499054,.32100698,.053740881,.3967663,.0096671768,.34101593,.024000697,.27130437,.054881234,.40176851,.010017497,.011648208,.0087066973,-.022203151,.015804539,.010704441,.003997141,.11817275,.037276946,.10597811,.090460539,.057957541,.011378047,1917.3362,302.26602,44.823666,1906.3771,338.33969,37.680836
21,103,13101,Louisville,.40072656,.010051233,.020330846,.0063204654,2072.4639,.2697781,.030184926,.32744506,.066565149,.41811541,.010679009,.11823084,.064960964,,,.013051759,.0048148618,1864.3285,85.671944,65.312836,.41845194,.014244426,.38083217,.013510943,.0011127099,.0014930671,.044436276,.012926134,1152.3318,932.20313,.30728662,.050848573,,,.42870942,.014848921,.22652437,.038423393,,,.40525782,.015274208,,,,,.0019901176,.001846564,.23879571,.10050997,,,.029786834,.011114092,1018.116,55.633965,,856.28418,29.683426,
21,105,25300,Union City,.38558543,.018878581,.0186547,.011550197,590.17096,.29742402,.037913118,,,.40673637,.022101687,.060824253,.049060747,,,.017367119,.011932096,431.81158,143.87566,,.38278958,.025281146,.38809362,.026964169,.0090083564,.010535733,.023564756,.018098406,271.39383,326.59509,,,,,.40646207,.030164411,.30384383,.057145052,,,.40422893,.030989565,,,,,.012285113,.016840985,.037300881,.036800507,,,.016126486,.015826872,197.47617,66.792885,,239.94226,,
21,107,25200,Henderson,.40979388,.0061261044,.03232757,.0048570838,5412.9351,.34326342,.014831942,.45965242,.060255658,.42841074,.0068096067,.060731839,.017419504,-.0021938179,.015844254,.028414797,.004516202,4480.1636,643.87201,71.030983,.4154647,.0086063435,.40395197,.0085325139,.0088670449,.0031155322,.055707373,.0086301053,2695.8115,2719.9719,.35852131,.019814624,.43380785,.078816853,.43284777,.0096071577,.33122453,.023311701,.48575437,.08092472,.42388684,.0094658677,.003355186,.0055305972,.010152902,.028994024,.010882054,.0034412553,.12954231,.038435541,.030509349,.062407322,.045486987,.0085452823,2233.0271,328.53641,41.329502,2249.3152,315.19092,31.287935
21,109,4402,Richmond,.39876482,.010211068,.02023028,.0059469226,2726.3948,,,,,.41256955,.010507279,,,,,.01976159,.0056767217,2654.5559,,,.408768,.014431368,.39062151,.013867632,.0034912904,.0031321633,.034515709,.01027959,1381.2507,1343.8428,,,,,.41941768,.015269388,,,,,.40595263,.014793751,,,,,.0053798212,.0034392292,,,,,.034562245,.010934001,1339.4567,,,1313.8867,,
21,111,13101,Louisville,.3629775,.0015509238,.03496087,.0013661863,73250.719,.31232029,.0021154501,.39333659,.0097023332,.40298158,.002274608,.054459728,.0027377179,.016041523,.0047755009,.022736367,.0013917671,38688.965,30799.924,2150.4114,.37650868,.0021732079,.34924281,.0022367449,.0066425446,.00079951133,.068608433,.0026992969,37158.887,36077.848,.33219141,.0027512615,.39424405,.013746273,.41163072,.0031311822,.29055929,.0032190529,.39270097,.014065403,.39373693,.0031951501,.0074882661,.0014160009,-.00018213828,.0009243752,.0070526078,.0011564789,.11539626,.0056974362,.03107856,.0091809127,.040306512,.002718593,19689.602,15698.157,1180.5825,18995.689,15091.968,973.75354
21,113,12901,Lexington-Fayette,.3562485,.0056065875,.028146081,.0045255651,4779.9131,.27827236,.019427825,.40437108,.043230683,.37076965,.0064242836,.069730163,.030936334,.00036372337,.0094788698,.026804119,.0044933264,4225.1587,227.75385,87.012672,.35981643,.0083768666,.35219705,.0079035973,.0077902265,.0036069597,.049949162,.0086832903,2516.1577,2264.2722,.24896191,.027587056,.4076784,.05092096,.37739557,.0092990249,.30425125,.032505706,.42498294,.073245093,.36433616,.0088337865,.00030213044,.006166127,.018211758,.026436672,.0087600481,.0034602806,.14407578,.058409128,.028553559,.041264497,.046475518,.0084205661,2233.0776,109.53213,36.144882,1992.1931,118.46716,46.200985
21,115,17000,Pikeville,.42922232,.010761586,.015145536,.0055448995,3249.3472,,,,,.44100973,.011433199,,,,,.015504248,.0057573034,3168.2468,,,.43467858,.015610574,.42610151,.015312047,.002191392,.0021965792,.0292551,.011289152,1609.9606,1645.1315,,,,,.4452799,.015817931,,,,,.43706974,.015704023,,,,,.0014956105,.0014806028,,,,,.032116253,.012808174,1557.147,,,1615.3153,,
